ba,days,G7_w3_mean,G3off_w3_mean,gain_pp,gain_rel_pct,ci_lo,ci_hi,share_days_b_better,sign_test_p,needs_b,gain_Mon,gain_Tue,gain_Wed,gain_Thu,gain_Fri,gain_Sat,gain_Sun
WALC,3194,5.2490268363323285,4.803250729563622,0.4457761067687063,8.492547679184376,0.4095335676629496,0.4858785010527658,0.626339004410838,2.366339973947712e-46,True,0.504500928625889,0.501612354286198,0.7364884625253758,0.826702444826951,0.7557082146265784,-0.07288810777656736,-0.057906347219525575
BPAT,3407,2.6749315045984137,2.448368570950055,0.22656293364835875,8.469859256540946,0.20086892373353016,0.2534552867249593,0.5801594331266607,1.0303965717119897e-20,True,0.28551347286602075,0.3453220295759106,0.3486881723652044,0.37496776727231146,0.346549271737587,-0.04285966809601589,-0.046999440370273815
BANC,3202,4.416370311398511,4.043067052969229,0.373303258429282,8.452716418860941,0.32583699453358367,0.42368696205999506,0.606536769327467,2.0042955719197657e-33,True,0.4185106660259204,0.5530394370347341,0.5169837893376268,0.5648532818283223,0.7179384505148666,-0.05626009405395478,-0.06517192116531122
PACE,3029,2.962994402664119,2.712575236628319,0.25041916603579994,8.451557175087485,0.22509104275057146,0.2753552124894031,0.619807244931871,1.0118696490580342e-39,True,0.31460447750774967,0.37650043686140466,0.4146596688848006,0.3927299196013148,0.3838718954622319,-0.05501438331312648,-0.04446112635580621
FMPP,3234,4.832332136151235,4.424138992211536,0.40819314393969935,8.447125165217003,0.3573699679170237,0.4586438754839145,0.5749844430616055,1.8932509036231963e-17,True,0.5954612533821689,0.5165592365004752,0.6439987529226706,0.6725682592674764,0.6440250291548996,-0.062276680749230505,-0.09389162794684013
NWMT,3345,2.541242339538453,2.329062931831793,0.21217940770665994,8.349436195258596,0.1894787733871107,0.23407442722459507,0.5897744360902256,3.6270116295271422e-25,True,0.24515476936948988,0.3269211365234587,0.3175981605334518,0.30990847679412314,0.3875439039714781,-0.041418362083506736,-0.039106078538344434
EPE,3381,4.14614646621171,3.8030682922141503,0.3430781739975602,8.274627459338818,0.30741131466461835,0.3789296507163218,0.6060696221362689,6.42412850758766e-35,True,0.3713534627808185,0.4257665670992628,0.5556328398617085,0.5714504860890172,0.5930696553927256,-0.05465132490519073,-0.04661060054932327
NYIS,3406,2.7561356172214557,2.5286406862875497,0.22749493093390608,8.254126883758014,0.19995425797873367,0.2529317951885354,0.5823981098641465,8.493233106397567e-22,True,0.3196524707961066,0.31162947153066994,0.3335152750284554,0.4154808278226041,0.3389711936943422,-0.0364410703004734,-0.048351095417445096
CISO,3340,3.1687763636577704,2.907468688806027,0.2613076748517431,8.246327441994405,0.23547698764617223,0.2871386617355271,0.611144578313253,9.297554644554646e-38,True,0.1783260516263093,0.3871628931669506,0.3731620161963248,0.44690325454280533,0.5043371597326316,-0.041734102312796076,-0.05477673501059442
LDWP,3302,4.263289509382881,3.913135830036554,0.35015367934632674,8.21322780392205,0.3176260619247433,0.3820623181961239,0.6170018281535649,3.073057627619852e-41,True,0.35032095980949773,0.4483189280365251,0.5421006557453186,0.5546410696441458,0.6582336589604394,-0.06457508918459683,-0.06529746697028158
SOCO,3237,4.346621259861184,3.992000494455308,0.3546207654058759,8.158538418808572,0.3068735884000849,0.4016511300195836,0.5685421199875661,7.875355866597388e-15,True,0.36498239421609413,0.4659212068659691,0.5697140537649275,0.5314160896519403,0.6997496974857458,-0.07376390059743598,-0.07795055102727262
CPLE,3369,6.502442807860836,5.971956464076907,0.5304863437839291,8.15826235553539,0.45714243174174307,0.6035051898166076,0.5822633621976709,1.645604871360388e-21,True,0.6702119869661909,0.7349002548778298,0.7934203188310468,0.7349594510123593,1.021710817550988,-0.0762617122236401,-0.10919778340754589
PSCO,3345,3.8148440394763803,3.5046606747417344,0.3101833647346457,8.13095795070094,0.2762912762318362,0.3425535927760396,0.5819548872180451,3.2250522172191053e-21,True,0.3035655336129478,0.5013991696678777,0.5806036864506721,0.502227207323334,0.4052025282739156,-0.06886349428708864,-0.07755635089997022
AVA,3350,3.15206770788735,2.89709077009815,0.2549769377891992,8.08919609027357,0.22532007720303487,0.2831683484057446,0.5885885885885885,1.4029478323552797e-24,True,0.21480308549501753,0.42024819289321963,0.3949065104894739,0.40432570920690863,0.43198279925439775,-0.04677057973510687,-0.053355770966683425
PJM,3361,3.039220243764031,2.7944981549938213,0.24472208877020912,8.052134071965916,0.21404597252777682,0.2752117220577593,0.5689913199640826,1.5771986813632588e-15,True,0.25876886438794083,0.2968593725707384,0.42551494343193336,0.42548970795902263,0.4206491705823806,-0.057004565972483844,-0.06688265774449026
ERCO,3378,3.774783333349297,3.47172362656997,0.3030597067793272,8.028532501504605,0.26259514140649454,0.34623908494460437,0.569088743299583,1.2198472243748822e-15,True,0.3385392742800356,0.3985567336184063,0.549080094727689,0.5690211158616184,0.4008489958721006,-0.054277099903357426,-0.06678802981318561
MISO,3375,2.429852299155369,2.234906398085161,0.19494590107020768,8.02295271765992,0.1713146093930095,0.21983243973357555,0.5880774962742176,1.746019617047685e-24,True,0.21688568878757616,0.21882839117893513,0.32175308059647023,0.3668844978803715,0.34663500605174596,-0.036936604330430355,-0.04826362301894343
FPL,3245,4.047307387771432,3.72325962040171,0.3240477673697214,8.006502504573831,0.28141208706709214,0.36719124891849625,0.5782945736434109,5.951438766528628e-19,True,0.42078058119940653,0.3880194154668804,0.4853427143493931,0.5162079609159143,0.6072630393842838,-0.06071509490703939,-0.06781105470578769
AEC,1864,7.050070786633461,6.489534287659555,0.560536498973906,7.950792494688873,0.45833660965779077,0.6734188622627509,0.5699566160520607,2.0433180310547285e-09,True,0.36501345570232163,0.47551120257799934,0.9890212191071008,1.0442318547894491,1.1911242593911864,-0.10578000314007273,-0.145620699233305
DUK,3400,5.203598742911707,4.790762479154042,0.41283626375766413,7.933668296772995,0.3556758884724916,0.4704677306462048,0.5745562130177515,4.407665036665007e-18,True,0.44366496609034917,0.6165706315240387,0.5458948465471043,0.6225874786653907,0.8360442586531209,-0.061887977370696845,-0.09995046698163025
SC,3224,5.46901675204034,5.036905162214572,0.43211158982576736,7.901083675864741,0.37043871643242265,0.49636756279070837,0.5749063670411985,2.291292189267574e-17,True,0.5340626544599176,0.5960494784739676,0.6328091872391961,0.6469261687703515,0.7775179561361307,-0.05709875338529553,-0.09072225710383337
TVA,3318,4.869927514436713,4.48681666828493,0.38311084615178376,7.866869578983801,0.328151997208552,0.43735854195031215,0.5721649484536082,1.1772197824907582e-16,True,0.4476062023154342,0.5928797821877898,0.5653458395180566,0.629130364150661,0.639942152240757,-0.0794971299062316,-0.08935454498783117
PGE,3377,3.2253339925466364,2.9741944275390546,0.2511395650075819,7.786466939173914,0.21737797567685965,0.28505516569577544,0.5716413464402741,1.0543570301924694e-16,True,0.3243488505851979,0.33449501832553646,0.4185597658962776,0.43709035676751495,0.3705975425844857,-0.043858306706366264,-0.050890368205913375
LGEE,3370,4.835390377335218,4.461634147806691,0.37375622952852544,7.729597826897741,0.322091328085844,0.4223037876250992,0.5707462686567164,2.708028554233544e-16,True,0.43427724697857595,0.5557971568850287,0.6163597414547982,0.6507733233730698,0.5708880882203177,-0.08756756980023803,-0.09797405214254841
AECI,3403,6.233436352546519,5.7539593367954485,0.47947701575107016,7.692017510617422,0.41412308656826957,0.5432477888459101,0.5710907478569317,1.3814486595646525e-16,True,0.5290932353959092,0.6246253022112505,0.75733884629678,0.9265821696472674,0.7519913342825647,-0.1001052984774127,-0.10446615142108927
SCEG,3337,4.948988183699811,4.568331999319484,0.3806561843803273,7.691596145532778,0.3323217877075131,0.42762653052362637,0.6059692493216762,2.0253019096967836e-34,True,0.47734219599140226,0.5234447494244424,0.5287795373940529,0.5887755513980034,0.7248305229513663,-0.059842578185196574,-0.08404434921209225
CPLW,3380,5.830633801489452,5.385112433737563,0.4455213677518887,7.641045260604071,0.383154740398126,0.5104672965066444,0.5913690476190476,2.8343593820817294e-26,True,0.5461368633719124,0.6302149007139083,0.7430884931889526,0.678151934912125,0.718740743940664,-0.08249612336199691,-0.08255569719055905
SWPP,3274,3.1181544091952,2.87991611169253,0.23823829750266987,7.640362414385998,0.20420458103050784,0.2727205833674678,0.5645359557467732,1.9057268208783268e-13,True,0.261318374843247,0.3266697671822021,0.41983516819391364,0.4174274088477307,0.35872876296444023,-0.052375095529450806,-0.05567060930417399
WACM,3161,3.1718351839540477,2.9304871656681457,0.24134801828590227,7.609097077516965,0.21787883387439533,0.26670224835710565,0.6049028971665075,4.7223170650022985e-32,True,0.35696851061323726,0.37635013521015825,0.3775656675205843,0.3736098415548998,0.36602556427300836,-0.049456825399116236,-0.05321061672404731
PSEI,2876,3.2977964151758163,3.0539340638446593,0.2438623513311574,7.3947060591415035,0.21028881739745017,0.27691399283768897,0.5863892806770099,3.413073265906219e-20,True,0.22606230707381997,0.34158391890478035,0.3997955167834387,0.44566446453521186,0.41392939728541656,-0.06033971869594012,-0.06728204016762351
TPWR,3408,3.1557789654704504,2.924883472909805,0.2308954925606453,7.31659267290364,0.20440290495727056,0.259331658159917,0.5802833530106257,8.866878763773043e-21,True,0.31747055413529224,0.3325014280197624,0.39177062108366006,0.3881576989270139,0.3272956129356047,-0.05082011496701555,-0.0553817166242764
ISNE,3408,4.044763944797612,3.7489758929760564,0.2957880518215555,7.3128631450050126,0.259347063544777,0.3340569984461245,0.5702479338842975,2.98683380929987e-16,True,0.4164371841566491,0.5062482106245774,0.40398853676582425,0.4934793501665949,0.4461903402170258,-0.05968629746295007,-0.08706516552647815
JEA,3361,5.970808223325712,5.545945490115354,0.42486273321035656,7.115665372580164,0.3605070381174361,0.48935530379880043,0.5609099072134092,2.027674695326908e-12,True,0.4471030670908074,0.4147682403880919,0.7319760632573058,0.8052918449029245,0.7995136051968398,-0.08945773747365741,-0.1226140903844211
SCL,3342,2.47795277353108,2.317485156992994,0.1604676165380851,6.475814158048659,0.13949554738394132,0.18252485518655232,0.5689343768813967,1.999872678737612e-15,True,0.23462285048911677,0.2418544630144616,0.25023668816009137,0.24925244497216573,0.2538430098730106,-0.03540352273945151,-0.04347004849330731
