ba,days,G3_w8_mean,G3off_w8_mean,gain_pp,gain_rel_pct,ci_lo,ci_hi,share_days_b_better,sign_test_p,needs_b,gain_Mon,gain_Tue,gain_Wed,gain_Thu,gain_Fri,gain_Sat,gain_Sun
JEA,3822,5.892064407476873,5.94328377712943,-0.05121936965255517,-0.8692941235937467,-0.07205726719713602,-0.03106069953872629,0.4538912579957356,1.7386388192802505e-08,False,0.058045410772093506,-0.08869677363711677,-0.07579292183146523,-0.07510772762274526,0.03125318028415336,-0.06318915426190948,-0.13407618287535888
SC,3692,5.643149717830073,5.692412288872625,-0.049262571042553376,-0.8729623261084772,-0.06945100273479762,-0.027164695409948873,0.4654886802871342,3.489534594960082e-05,False,-0.006775787773812892,-0.07023317922829243,-0.017012588439507155,-0.06205357628829665,-0.023051828337512938,-0.07310607201686654,-0.08966687606884474
SRP,3742,5.163829826605484,5.209161490621832,-0.045331664016347833,-0.8778690533678418,-0.06696909572061646,-0.024715348950690448,0.47058823529411764,0.0003867514892995225,False,-0.0059163818016316665,-0.06880324365293697,-0.04151310358846018,-0.06020461141225417,0.038000486908865524,-0.09170662030887816,-0.08224519143755532
FMPP,3789,4.681924683375097,4.723998165626133,-0.04207348225103522,-0.8986364603521424,-0.05668182924497644,-0.02847494609058055,0.4409787577305727,6.458274710281949e-13,False,-0.04001361498933625,-0.056259345751235555,-0.054464100200567356,-0.059805899924511824,0.0507687134552795,-0.06115112862266928,-0.07218717488816569
LDWP,3803,4.151178803997216,4.1908296148306405,-0.039650810833423665,-0.9551699096951318,-0.05170532698773338,-0.02786542139158649,0.4361103669970533,6.133594170937275e-15,False,0.018088664581124188,-0.05070472397207858,-0.05423810456856739,-0.05749451656339,-0.005991477353522229,-0.0547795071070187,-0.06657054148829346
AEC,2139,7.281024325134182,7.351894929276975,-0.0708706041427928,-0.9733603539566078,-0.10814968663838366,-0.03232543119747123,0.4635089415176414,0.0009702539289422023,False,-0.03626921688843225,-0.10772319335256136,-0.10308687097472755,-0.09605850029019437,0.08775644610551828,-0.10644026770149774,-0.12926649878726215
AZPS,3826,5.234993672439368,5.289876356860736,-0.05488268442136868,-1.0483811033107666,-0.07212175895652354,-0.03734211033989161,0.4560702875399361,7.805099053620405e-08,False,-0.04631669593191699,-0.06612285154416894,-0.06093284688559521,-0.08011681239409153,-0.001046525242157467,-0.051513000282429965,-0.07690341881415094
WALC,3769,5.650908475012733,5.710469435514627,-0.05956096050189364,-1.0540068161652438,-0.0729173855472689,-0.04536596438093782,0.42146526088131925,1.2248270778220376e-21,False,-0.01728528599772291,-0.05839753905490896,-0.06291384966585167,-0.06420477621300219,-0.043817153387133774,-0.07510273678138635,-0.0909976022781006
SCEG,3816,4.950738592517033,5.003978028731539,-0.053239436214507094,-1.0753837072912251,-0.0710749184981517,-0.035425712143928534,0.4423384943940203,1.7942570979734962e-12,False,-0.03994405894704507,-0.07401508378001277,-0.052289574918169594,-0.059029386868359256,0.020314050958292005,-0.07544092975303444,-0.09012730749801044
TEPC,3763,6.76460274902286,6.852203994392028,-0.0876012453691693,-1.2949946747696783,-0.10716758689402699,-0.06887840829485313,0.4102355808285946,8.97004897724737e-28,False,-0.08958121474251934,-0.0639075400011157,-0.0785588482237775,-0.09438953879740437,-0.06592877910080093,-0.0962078506723173,-0.12585003591066143
AECI,3834,6.579166693802419,6.665925450702597,-0.08675875690017755,-1.318689143138817,-0.11431196291830452,-0.05932631552083188,0.43092454835281613,2.3963553722253996e-17,False,-0.08551602213094983,-0.13249357977102405,-0.09544316460389671,-0.06276291770654499,0.010737105433019617,-0.11538312928900325,-0.12425606388959927
