ba,days,G3_w8_mean,G7_w8_mean,gain_pp,gain_rel_pct,ci_lo,ci_hi,share_days_b_better,sign_test_p,needs_b,gain_Mon,gain_Tue,gain_Wed,gain_Thu,gain_Fri,gain_Sat,gain_Sun
AVA,3783,3.493069129005479,3.6405660833820543,-0.14749695437657526,-4.222560416906765,-0.16813287452294248,-0.12572284991337765,0.3879374534623976,2.4257474685013037e-31,False,-0.10556993214586097,-0.2447916939292526,-0.2717334876976667,-0.2661633142649492,-0.1375979550617199,0.0,0.0
FPL,3764,3.8811865657683122,4.046324057102163,-0.16513749133385133,-4.254819719060865,-0.19118974094763924,-0.13752362578118787,0.38475905864774,5.8310585844146747e-33,False,-0.22482174326855386,-0.27532339913750786,-0.267060101260189,-0.23900981421482492,-0.15183808560445816,0.0,0.0
WACM,3672,3.318421421661419,3.4601754194367227,-0.14175399777530398,-4.2717298306353335,-0.15827890241882991,-0.12457553866264051,0.3421658986175115,3.2753124867767654e-59,False,-0.1839775167490013,-0.2538382179087766,-0.21227762086073806,-0.2739920216815873,-0.0737859003495561,0.0,0.0
LDWP,3791,4.155179803365978,4.332814404889112,-0.1776346015231359,-4.275016002417989,-0.19800932083231643,-0.15813826028866076,0.3597335307179867,1.1513099481974246e-48,False,-0.14331449976352612,-0.23257124569653048,-0.26895654958630794,-0.30870828829637653,-0.282666274396338,0.0,0.0
PSCO,3807,3.9879282707842103,4.166517040639357,-0.1785887698551459,-4.478234254199038,-0.19953924528057423,-0.15629073917933184,0.35291943828529193,1.7460970139699321e-53,False,-0.21177196629115705,-0.33253252417134016,-0.33374906604679455,-0.3193761066972049,-0.049838108900874145,0.0,0.0
FMPP,3777,4.684250041046746,4.8941764248103645,-0.2099263837636192,-4.481536679812013,-0.24086318571056828,-0.17965484848862492,0.38049143708116157,1.8487332395622256e-35,False,-0.3500336060737443,-0.347754070063357,-0.2675344735453937,-0.31160516587330406,-0.20240411863232502,0.0,0.0
SOCO,3759,4.55263668869769,4.758529632217286,-0.20589294351959436,-4.52249888577187,-0.24039244746496957,-0.17293641225105766,0.40194610778443113,3.3077035970321006e-24,False,-0.2143594445094305,-0.3712363373530902,-0.28740243562915524,-0.3102378421297525,-0.2558888141611145,0.0,0.0
AEC,2127,7.30248523180433,7.63604982370133,-0.3335645918969993,-4.5678228891752335,-0.40389011688202153,-0.26138463253171446,0.3924802110817942,5.333046116916127e-17,False,-0.40224693885270507,-0.1714636468786653,-0.34080935611014723,-0.6817629763868396,-0.7506628504682378,0.0,0.0
TEC,3818,5.2068124404903315,5.445796637881669,-0.2389841973913376,-4.589836874723918,-0.27372413519456107,-0.20331682808539078,0.3865143699336772,1.998004025746122e-32,False,-0.3744506855783679,-0.3488868587734283,-0.28710782423963366,-0.34075777508580635,-0.3341683529476499,0.0,0.0
SRP,3730,5.169272726644601,5.40654374465307,-0.2372710180084684,-4.590027080317779,-0.26561133473589443,-0.2087858959325313,0.3575734740015072,2.785141531799488e-49,False,-0.018535361326006795,-0.2843926486438349,-0.3915570223149568,-0.49707769732792656,-0.44801854080572906,0.0,0.0
TVA,3792,5.022237992222591,5.253492541492422,-0.2312545492698313,-4.604611522352202,-0.26801548561141036,-0.19399456814058422,0.3914656771799629,1.405987652554802e-29,False,-0.2700031830934371,-0.36401182974771534,-0.232043878891348,-0.3294311738738592,-0.4284481898987367,0.0,0.0
CPLW,3817,5.910321946743199,6.18309596632189,-0.27277401957868924,-4.615214230910003,-0.3173680459577891,-0.22881296263920853,0.3834808259587021,4.377841355515483e-34,False,-0.36931943417727775,-0.48120429269148923,-0.39732291711214296,-0.33935425978668937,-0.3281165884300633,0.0,0.0
SWPP,3700,3.47033713953211,3.6306298663156378,-0.1602927267835282,-4.618938170518492,-0.1848365006974979,-0.13730706369111798,0.3963344788087056,2.1863199872662495e-26,False,-0.22197653332304126,-0.1883725464359327,-0.27211610325632957,-0.2920361773129414,-0.15268019274807906,0.0,0.0
WALC,3757,5.6603905082253245,5.922067730167881,-0.2616772219425563,-4.622953514643617,-0.2861503634684019,-0.23815348977028916,0.2976324689966178,2.205528039360164e-99,False,-0.16620816463141605,-0.2667510855929686,-0.4142557739550637,-0.4916034787976412,-0.49315716894072736,0.0,0.0
PACE,3673,3.147286046273156,3.293242167067354,-0.1459561207941982,-4.637523207241727,-0.162565252434699,-0.12968615756952806,0.35190165194006917,3.2557041489459558e-52,False,-0.1064434070781976,-0.2664539639443158,-0.24830095689916504,-0.24174482064526812,-0.1564289631442719,0.0,0.0
FPC,3821,5.934882426357934,6.21078853503586,-0.27590610867792514,-4.648889208867458,-0.3187750824340004,-0.23549945274957187,0.38770250368188514,8.418628974765064e-32,False,-0.39186043817443467,-0.42747443549121017,-0.35754997695213875,-0.429171488107053,-0.33434909132549445,0.0,0.0
IPCO,3821,3.740946956226849,3.915464770103592,-0.1745178138767432,-4.665070526762116,-0.19736006403350212,-0.1525824847494014,0.36380390711389604,3.992684187478112e-46,False,-0.1087767749948797,-0.3051631142128032,-0.308615856072657,-0.2792124579425654,-0.2112896658898514,0.0,0.0
SC,3668,5.641654506148354,5.917278813435985,-0.27562430728763004,-4.885522624387063,-0.3183156060361372,-0.23086034672265351,0.38352490421455937,7.71457304094341e-33,False,-0.42437538200064207,-0.4267016431801067,-0.33229766342865913,-0.36702102622578814,-0.3898130907491979,0.0,0.0
DUK,3822,5.351116444507657,5.612794616711836,-0.26167817220418016,-4.890160304262572,-0.29883285880608373,-0.22282261942383044,0.3873343151693667,5.313413899682125e-32,False,-0.3471662821978138,-0.46550038124062515,-0.38174624251525513,-0.29990521485503696,-0.34225035073634025,0.0,0.0
AZPS,3814,5.245926941887502,5.503679039230606,-0.25775209734310467,-4.913375656931368,-0.2843749321473957,-0.2307445126169102,0.32533234859675036,3.184934627558834e-75,False,-0.18217016546004097,-0.26763766841981845,-0.4156109503135402,-0.4860395304773877,-0.44891192936735047,0.0,0.0
CPLE,3814,6.572757853385454,6.896071930324466,-0.3233140769390138,-4.91900179728184,-0.3711727285877738,-0.27045567498823975,0.3904059040590406,2.7281365180663123e-30,False,-0.5765559039470957,-0.510935490862758,-0.4431480986542126,-0.3704865185047782,-0.3833714392610687,0.0,0.0
TEPC,3751,6.776565929624748,7.113482607914637,-0.33691667828989,-4.971790753440612,-0.369626223735533,-0.3058796562296904,0.3203446983889097,1.8707138203328174e-78,False,-0.36621143630449254,-0.30168933045031243,-0.5236268026325359,-0.619994917537436,-0.5489223664559716,0.0,0.0
PNM,3823,3.6027148202421166,3.784975303870046,-0.1822604836279293,-5.0589761533132025,-0.200180791560143,-0.1659542046886618,0.33652430044182624,3.9598520678669563e-66,False,-0.2173353703390239,-0.22986276224977759,-0.29130454891576657,-0.32740845972265964,-0.2126044721232237,0.0,0.0
SCEG,3804,4.958212772097771,5.209361494645804,-0.25114872254803233,-5.0653074825946565,-0.28403860024108735,-0.21931105121850117,0.37264325323475045,2.286002084747998e-40,False,-0.4090990426272601,-0.3752744635556684,-0.3094315765103544,-0.32210954639829553,-0.3557465556141432,0.0,0.0
AECI,3822,6.584253255065605,6.922264645434468,-0.338011390368863,-5.133632885533579,-0.38390957162707495,-0.2928281631797291,0.3997789240972734,1.346579489544304e-25,False,-0.5845669193369432,-0.2920875314257473,-0.39242900198195946,-0.5886015423522586,-0.538732451682355,0.0,0.0
ERCO,3814,3.9082388130175296,4.111295454314242,-0.20305664129671253,-5.195604747088973,-0.2298578694021748,-0.17556781968895774,0.36004431314623336,1.4720585322647948e-48,False,-0.2173257486862685,-0.1905317110218152,-0.3598828641720742,-0.3632383710096603,-0.29374291197026203,0.0,0.0
BANC,3719,4.780723352923801,5.032225300327709,-0.2515019474039081,-5.260750912308995,-0.2817611263377382,-0.21842415656103395,0.36150056839712014,2.094565623351802e-46,False,-0.2892079619607,-0.3067947401333321,-0.3036404904926593,-0.368070926248685,-0.5017470689067688,0.0,0.0
NEVP,3769,3.6953305839712094,3.8906397701880002,-0.1953091862167916,-5.285296721867342,-0.21404617743958682,-0.17515091662783072,0.3334578043315907,1.118585794828895e-67,False,-0.22324153753180798,-0.2891216609895905,-0.29117997959540065,-0.26529151995910977,-0.29995214977893353,0.0,0.0
