ba,days,G3_w8_mean,G5_w8_mean,gain_pp,gain_rel_pct,ci_lo,ci_hi,share_days_b_better,sign_test_p,needs_b,gain_Mon,gain_Tue,gain_Wed,gain_Thu,gain_Fri,gain_Sat,gain_Sun
CPLE,3820,6.566445130794461,6.713178614283859,-0.14673348348939763,-2.2345954404045196,-0.1840027659829581,-0.10888032872668113,0.4495581737849779,1.582827347459316e-07,False,-0.5765559039470957,-0.09702855456891282,-0.028633268414780075,0.009986541502398872,-0.3833714392610687,0.0,0.0
AZPS,3820,5.23965943488836,5.357821370215961,-0.11816193532760182,-2.2551453352257704,-0.13944582301040562,-0.09696496444974521,0.4067796610169492,2.4379385707543043e-22,False,-0.18217016546004097,-0.16612201022518658,-0.06644251437203738,0.025670212397083555,-0.44891192936735047,0.0,0.0
TVA,3798,5.0192688177397855,5.13247808901746,-0.11320927127767529,-2.255493287738557,-0.14184719365146556,-0.08560646229813099,0.45501666049611256,3.1711715821527965e-06,False,-0.2700031830934371,-0.12886790750688648,-0.007607462106599849,0.02075065489363419,-0.4284481898987367,0.0,0.0
SCEG,3810,4.952832407315596,5.066824981729023,-0.11399257441342664,-2.301563328592616,-0.139638176843872,-0.08891307325577295,0.4382146809295463,1.3384333147062768e-10,False,-0.4090990426272601,-0.06852003837903752,-0.010144322433701334,0.01020959313664843,-0.3557465556141432,0.0,0.0
SC,3680,5.641757522508697,5.772390939421618,-0.13063341691292316,-2.3154737932592844,-0.16570042574490593,-0.09534962021823763,0.4405034324942792,1.1978364579667959e-09,False,-0.42437538200064207,-0.12990914326785297,-0.005584913624889785,0.0032235697683609516,-0.3898130907491979,0.0,0.0
PNM,3829,3.6009918584518683,3.686389116105519,-0.08539725765365086,-2.371492661201536,-0.09916521328600537,-0.07235560430654542,0.39309331373989714,5.183547072074804e-29,False,-0.2173353703390239,-0.12937170319533986,-0.053494912069685846,0.00036164543037403693,-0.2126044721232237,0.0,0.0
TEPC,3757,6.770660012542016,6.931408233253446,-0.16074822071143044,-2.3741883422540693,-0.1850933412320017,-0.13611477775147976,0.39663551401869157,9.047944602295645e-27,False,-0.36621143630449254,-0.20067429515140472,-0.062475874613359884,0.02642826144836531,-0.5489223664559716,0.0,0.0
BANC,3731,4.791306774877533,4.90825206750777,-0.11694529263023638,-2.440780733210837,-0.14195192331506876,-0.09271754085872093,0.43568464730290457,3.7815114353239676e-11,False,-0.2892079619607,-0.10485667398767333,-0.01292102992770116,0.06344325338771309,-0.5017470689067688,0.0,0.0
AECI,3828,6.579601415183179,6.744170689402558,-0.1645692742193782,-2.501204310638269,-0.2011057080884763,-0.12532259970140716,0.44191176470588234,1.480752725131252e-09,False,-0.5845669193369432,-0.13231737502591567,0.0005624350475359455,0.052505193271740684,-0.538732451682355,0.0,0.0
ERCO,3820,3.9048389049939307,4.003540972818794,-0.09870206782486285,-2.5276860384338,-0.12012728907052062,-0.07825315254960243,0.4174649963154016,7.997722045029019e-18,False,-0.2173257486862685,-0.11272417156244686,-0.0581811846011299,-0.024248676633141036,-0.29374291197026203,0.0,0.0
NEVP,3775,3.6942742482066167,3.7887223068211315,-0.09444805861451541,-2.5566065827507303,-0.1099905869112797,-0.07862973423281665,0.4061102831594635,2.0856991475984548e-22,False,-0.22324153753180798,-0.1294503968304516,-0.03629142963468564,0.014635586214963312,-0.29995214977893353,0.0,0.0
